id,nombre,domicilio,telefono,email,web,tipo,calle,altura,direccion,long,lat,latitud,longitud,estado_geocodificacion
374,Callao Suites Apart Hotel Recoleta,Callao Av. 1062,(54 11) 4812-3102,info@callaosuites.com.ar,www.callaosuites.com.ar,,Callao Av.,1062.0,Callao Av. 1062,,,-34.5996372,-58.3926756,ok
375,Be Jardin Escondido by Coppola,Gorriti 4746,(54 11) 48328830 / 4834-6166,,,,Gorriti,4746.0,Gorriti 4746,,,-34.5911657,-58.4286396,ok
376,Hotel Design Suites Buenos Aires,Tacuarí 243,(54 11) 3724-0700 / 4896-6340,reservas.bsas@gruposolanas.com,www.designsuites.com,,Tacuarí,243.0,Tacuarí 243,,,-34.6111296,-58.3791606,ok
378,Draper Startup House,Chile 680,(54 11 ) 6434-4839,argentina@draperstartuphouse.com,https://draperstartuphouse.com/buenos-aires-argentina,,Chile,680.0,Chile 680,,,-34.6163831,-58.3755269,ok
380,BA Stop Hostel,Rivadavia Av. 1194,(54 11) 6091-2156,info@bastop.com,www.bastop.com ,,Rivadavia Av.,1194.0,Rivadavia Av. 1194,,,-34.6108979,-58.4188396,ok
381,Puerto Limón Hostel,Chacabuco 1080,(54 9 11) 3645-9086,info@puertolimon.com,www.puertolimonhostel.com,,Chacabuco,1080.0,Chacabuco 1080,,,-34.6183321,-58.3758568,ok
382,Lemon Suites Apartments,Chacabuco 1072,(54 11) 4307-5651,info@lemonsuites.com.ar,http://www.lemonsuites.com.ar/,,Chacabuco,1072.0,Chacabuco 1072,,,-34.6204691,-58.375705,ok
383,Juramento de Lealtad Townhouse Hotel,Juramento 2666,(54 11) 4782-0158/1946,info@townhousehotel.com.ar,http://www.townhousehotel.com.ar/,,Juramento,2666.0,Juramento 2666,,,-34.5635106,-58.4590758,ok
384,Magnolia Hotel,"Alvarez, Julian 1746",(54 9 11) 4867-4900,info@magnoliahotelboutique.com,www.magnoliahotelboutique.com,,"Alvarez, Julian",1746.0,"Alvarez, Julian 1746",,,-34.599905,-58.4350714,ok
385,Córdoba Suites,Cordoba Av. 1827,(54 11) 4811-8125,cordobasuites@gmail.com,www.cordobasuites.com,,Cordoba Av.,1827.0,Cordoba Av. 1827,,,-34.5995318,-58.3934341,ok
386,Htl City Bs. As.,Piedras 303,(54 11) 5277-6050 / 52175799,reservas.citybaires@htlhoteles.com,www.htlhoteles.com,,Piedras,303.0,Piedras 303,,,-34.6117559,-58.3777003,ok
387,Htl Urbano,Tucuman 451,(54 11) 7078-0852,reservas.urbano@htlhoteles.com,www.htlhoteles.com,,Tucuman,451.0,Tucuman 451,,,-34.6008247,-58.3733316,ok
388,Hotel Parada,Rivadavia Av. 1291,(54 11) 4381-6399,info@hostelparada.com,www.hostelparada.com,,Rivadavia Av.,1291.0,Rivadavia Av. 1291,,,-34.6086082,-58.3847195,ok
389,Hotel El Plata,"Calvo, Carlos 1274",(54 9 11) 67933468,tatin.lemeja@gmail.com,,,"Calvo, Carlos",1274.0,"Calvo, Carlos 1274",,,-34.6196634,-58.3779717,ok
